09020356,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009020356,"Bismarckstraße 109/110
Schillerstraße 9
","Theater und Geschäftshaus Am Schillertheater 2/4
Baudenkmal siehe: Bismarckstraße 110
",Weiterer Bestandteil des Ensembles:,52.511606,13.317995,""
09020359,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009020359,"Bleibtreustraße 15–17, 19/20, 40–43
Knesebeckstraße 24/25, 33/34, 68/69 Mommsenstraße 1–6, 64–68, 69/70, Schlüterstraße 51
","Mietshäuser, Schule
Gesamtanlage siehe: Bleibtreustraße 43 / Knesebeckstraße 24/25 Baudenkmale siehe: Bleibtreustraße 15/16; 17; 20; 40; 42; Knesebeckstraße 33/34; Mommsenstraße 5; 6; 66
",Weitere Bestandteile des Ensembles:,52.503494,13.319998,""
09040104,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009040104,"Breitscheidplatz
Budapester Straße 38–50 Hardenbergplatz 2, Hardenbergstraße 29, 29A, D Kurfürstendamm 11, 12, 234–237, Kantstraße 1, Rankestraße 1/1A, 36, Tauentzienstraße 9, 13, 13A
","Wiederaufbaugebiet „Rund um den Zoo“, (City-West), Kirche, Büro-und Geschäftshäuser, Kinos
Gesamtanlagen siehe: Breitscheidplatz; Budapester Straße 38/50
Baudenkmale siehe: Kurfürstendamm 11, 12, 234, 236, 237, Tauentzienstraße 9, 13, 14
",Weitere Bestandteile des Ensembles:,52.504993,13.336132,""
09020382,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009020382,"Christstraße 1, 4/5, 7–10, 33–43
Danckelmannstraße 10/11, 13–21, 41–51 Knobelsdorffstraße 17–22, 24–50, Nehringstraße 1–6, 13, 34, Neufertstraße 4–14, 16, Seelingstraße 3–23, 24–26, 29–39, 42–49, 51–54, 56–60, Sophie-Charlotten-Straße 88/89
","Mietshäuser, Ledigenheim
Baudenkmale siehe: Christstraße 33; 34; 35; 36; 37; 39; 40; Danckelmannstraße 10; 21; 41; 46/47; Nehringstraße 1; 3; 3A; Sophie-Charlotten-Straße 88
",Weitere Bestandteile des Ensembles:,52.515427,13.291788,""
09020505,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009020505,"Christstraße 17–20, 22–29
Sophie-Charlotten-Straße 96
","Mietshäuser
Baudenkmale siehe: Christstraße 18
",Bestandteile des Ensembles:,52.51655_,13.288641_,""
09020519,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009020519,"Dernburgstraße 2–4, 12–14
","Mietshäuser und Kaskade
Baudenkmal siehe: Dernburgstraße 2–4
Gartendenkmal siehe: Lietzenseeufer
",Weiterer Bestandteil des Ensembles:,52.503322,13.289175,""
09020535,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009020535,"Fasanenstraße 22–26, 28–30, 68–74
","Villen und Mietshäuser
Baudenkmale siehe: Fasanenstraße 23; 25; 26; 70; 71; 73
Gartendenkmale siehe: Fasanenstraße 23; 24; 25
",Weitere Bestandteile des Ensembles:,52.501527,13.327192,""
09020551,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009020551,"Franklinstraße 11–15A, 22
Helmholtzstraße 11/12
","ehem. Bleicherei und Maschinenfabrik Fr. Gebauer
Gesamtanlage siehe: Franklinstraße 11–15A
",Weiterer Bestandteil des Ensembles:,52.521027,13.327599,""
09020553,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009020553,"Gardes-du-Corps-Straße 1/2, 4–6, 9–14, 16
Sophie-Charlotten-Straße 23A, 99–101
",Mietshäuser,Bestandteile des Ensembles:,52.517562,13.28808_,""
09020578,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009020578,"Hardenbergstraße 9/10
","Mietshäuser
Baudenkmale siehe: Hardenbergstraße 9A; 10
",Weiterer Bestandteil des Ensembles:,52.509536,13.324614,""
