09097800,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009097800,"Altensteinstraße 51
Ehrenbergstraße 6
Reichensteiner Weg 24/26
","Wohn- und Verwaltungsgebäude und Paulinum des Central-Auschuß für die Innere Mission der deutschen evangelischen Kirche
Baudenkmale siehe: Reichensteiner Weg 24/26
",Weiterer Bestandteil des Ensembles:,52.466816,13.307257,""
09075381,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009075381,"Bernadottestraße 94/96
Miquelstraße 83
","Villengruppe
Baudenkmale siehe: Bernadottestraße 94, 96, Miquelstraße 83
",1912–1913,52.465414,13.292814,""
09075312,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009075312,"Breitenbachplatz 8/18
Dillenburger Straße 1 Schorlemerallee 1/5 Spilstraße 8/10
","Miets- und Geschäftshäuser
Baudenkmale siehe: Breitenbachplatz 8; 10/18
",Weiterer Bestandteil des Ensembles:,52.466816,13.307257,""
09030373,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009030373,"Ihnestraße16/26,
Boltzmannstraße 1/3, 4, 12/20 Brümmerstraße 74 Faradayweg 4/16 Garystraße 3–7, 18, 21, 35/39 Harnackstraße 5 Hittorfstraße 18 Thielallee 63/69, 73 Van’t-Hoff-Straße 6/8, 15/19
","Campus der Kaiser-Wilhelm-Gesellschaft und der Freien Universität Berlin
Baudenkmale siehe: Boltzmannstraße 3; 14; 18–20; Brümmerstraße 74; Faradayweg 8; 10; 16; Garystraße 3; 18; 21; 35/37; Ihnestraße 16/20, 22/24; Thielallee 63; 69, 73; Van't-Hoff-Straße 6, 15; 17
Gartendenkmal siehe: Im Schwarzen Grund, Thielpark
",Weitere Bestandteile des Ensembles:,52.44812_,13.281219_,""
09085037,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009085037,"Königin-Luise-Straße 46–58
Franz-Grothe-Weg Pacelliallee 61 Thielallee 1–4
","Dorf Dahlem Fabeckstraße
Gesamtanlage siehe: Königin-Luise-Straße 47/51; Thielallee 2/4
Baudenkmale siehe: Königin-Luise-Straße 46; 48; 52; 55; 57; 58; Eiskeller; Pacelliallee 61, Thielallee 1/3
Gartendenkmal siehe: Königin-Luise-Straße 57
",Weitere Bestandteile des Ensembles:,52.458232,13.287063,""
09075582,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009075582,"Pacelliallee 39/51
","Wohnhausgruppe
Baudenkmale siehe: Pacelliallee 43/45; 47
Gartendenkmal siehe: Pacelliallee 39
",Weitere Bestandteile des Ensembles:,52.461704,13.286769,""
09075434,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009075434,"Thielallee 20/24
",Wohnhausgruppe,Bestandteile des Ensembles:,52.455008,13.285802,""
09080616,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009080616,"Vogelsang 2/6, 9/11, 12–16, 18–20
Am Hirschsprung 22, 35 Bitterstraße Königin-Luise-Straße 80/84, 83 Wachtelstraße 13/17
","Wohnhausensemble mit Schule und Straßenfläche (Birkenhain)
Gesamtanlage siehe: Vogelsang 9/15A
Baudenkmale siehe: Am Hirschsprung 22; Königin-Luise-Straße 80/84; Vogelsang 12
",Weitere Bestandteile des Ensembles:,52.460804,13.28095_,""
09075292,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009075292,"Albrecht-Thaer-Weg 1–8
Gregor-Mendel-Straße
Hellriegelstraße
Lentzeallee 45/75, 76/86
Schorlemerallee
Schweinfurthstraße 26
Zoppoter Straße 35/63
",Landwirtschaftliche Hochschule,"1921–1929 von Heinrich Straumer (siehe Denkmalliste Charlottenburg-Wilmersdorf, Gesamtanlage Albrecht-Thaer-Weg 1–8)",52.467644,13.299046,""
09075298,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009075298,"Archivstraße 11–15
Im Winkel
Koserstraße
",Preußisches Geheimes Staatsarchiv,"Verwaltungsgebäude mit Direktoren- und Beamtenwohnhaus sowie Übergängen und erhaltenem (nördlichen) Teil des Magazins, 1915–1923 von Eduard Fürstenau",52.461271,13.292805,""
