09030455,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009030455,"Baerwaldstraße 64–67
Wilmsstraße 8–12
","Stadtbad, Schule, Kirche
Gesamtanlagen siehe: Wilmsstraße 10; 11–12
Baudenkmal siehe: Baerwaldstraße 64–67
","",52.494525,13.405133,""
09030646,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009030646,"Dieffenbachstraße 11–13, 16–20, 27–32, 34–40, 51, 58–58A
Böckhstraße 9–10, 16–20
Schönleinstraße 9
Graefestraße 21, 73
Hohenstaufenplatz
","Mietshäuser, Krankenhaus, Schulen
Gesamtanlagen siehe: Böckhstraße 9–10; 16–20; Dieffenbachstraße 39–40
Baudenkmale siehe: Dieffenbachstraße 18; 19
",Weitere Bestandteile des Ensembles:,52.492585,13.417414,""
09030672,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009030672,"Glogauer Straße 13–17A, 19A–22
Paul-Lincke-Ufer 4
","Kirche, Schule, Mietshäuser
Gesamtanlage siehe: Glogauer Straße 12–16 Baudenkmal siehe: Glogauer Straße 22
",Weitere Bestandteile des Ensembles:,52.492338,13.436444,""
09030678,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009030678,"Görlitzer Straße 72–74
Skalitzer Straße 49–50
","Mietshäuser
Baudenkmale siehe: Görlitzer Straße 74; Skalitzer Straße 49–50
",Weitere Bestandteile des Ensembles:,52.499096,13.433857,""
09030682,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009030682,"Großbeerenstraße 10–11, 13–14, 85
Tempelhofer Ufer 10–14
","Mietshäuser, Gewerbebauten
Baudenkmale siehe: Großbeerenstraße 11; 13; 13A; 14; Tempelhofer Ufer 11
",Weitere Bestandteile des Ensembles:,52.497824,13.385144,""
09030692,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009030692,"Köpenicker Straße 7A–10A, 183A–184
","Mietshäuser
Baudenkmale siehe: Köpenicker Straße 8–8B; 9A; 9B; 10; 184
",Weitere Bestandteile des Ensembles:,52.503223,13.439178,""
09030703,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009030703,"Lausitzer Straße 18–23, 31–34
Reichenberger Straße 53
",Mietshäuser,Bestandteile des Ensembles:,52.49562_,13.426981_,""
09030715,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009030715,"Mehringdamm 73/75
Am Tempelhofer Berg 1
Bergmannstraße 1–4
","Mietshäuser
Baudenkmale siehe: Mehringdamm 73; 75
",Weitere Bestandteile des Ensembles:,52.489539,13.387572,""
09030722,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009030722,"Möckernstraße 66–69
Kreuzbergstraße 27–28
","Wohn- und Gewerbebauten
Gesamtanlage siehe: Möckernstraße 68
Baudenkmale siehe: Kreuzbergstraße 27/28; Möckernstraße 66; 67; 69
",Weiterer Bestandteil des Ensembles:,52.490392,13.378252,""
09030728,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009030728,"Muskauer Straße 21, 30–36, 38
Mariannenplatz
",Mietshäuser,Bestandteile des Ensembles:,52.50278_,13.427073_,""
09030735,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009030735,"Neuenburger Straße 9–11
Alte Jakobstraße 145, 168
",Mietshäuser,Bestandteile des Ensembles:,52.500087,13.397042,""
09030739,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009030739,"Nostitzstraße 11–14, 16–21, 23–25, 37/38, 40, 41, 43, 47/48
Gneisenaustraße 8–9
Riemannstraße 23/24, 26
","Mietshäuser
Baudenkmale siehe: Nostitzstraße 21; 41
",Weitere Bestandteile des Ensembles:,52.491013,13.390388,""
09030928,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009030928,"Planufer 88, 90–92B, 92D–94
Grimmstraße 29–30
","Mietshäuser am Landwehrkanal mit Uferbebauung, 1887–1902
Baudenkmal siehe: Planufer 94",Bestandteile des Ensembles:,52.495145,13.417241,""
