09030159,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009030159,"Badstraße 27–51
Buttmannstraße 1–1A, 4, 13, 15–16, 21
Gropiusstraße 7
Osloer Straße 102
Pankstraße 53–56
Prinzenallee 82–83, 86–88

","Zentrum Gesundbrunnen
Gesamtanlage siehe: Badstraße 41A
Baudenkmale siehe: Badstraße 33; 35–36; 38–39; 40–41; 40A; 45–46; 50–51, Osloer Straße 102, Prinzenallee 83",Weitere Bestandteile des Ensembles:,52.553494,13.377369,""
09030194,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009030194,"Graunstraße 28–37
Gleimstraße 4–6, Lortzingstraße 24–26
","Kath. St. Afra-Stift mit umliegenden Mietshäusern
Baudenkmal siehe: Graunstraße 31",Weitere Bestandteile des Ensembles:,52.54516_,13.397831_,""
09030209,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009030209,"Prinzenallee 57–59
B1-b
","Mietshäuser und Fabrik Stockholmer Straße
Gesamtanlage siehe: Prinzenallee 58",Weitere Bestandteile des Ensembles:,52.558227,13.384378,""
09030345,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009030345,"Badstraße 5
Behmstraße Brunnenstraße
",U-Bahnhof Gesundbrunnen,"Empfangsgebäude, 1928–30 von Alfred Grenander und Alfred Fehse",52.548913,13.38737_,""
09030160,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009030160,"Badstraße 41A
Uferstraße 8, 23 Gottschedstraße
",Straßenbahnbetriebshof Gesundbrunnen,"Etagen-Pferdestall, 1891 von Joseph Fischer-Dick",52.552268,13.374868,""
09030285,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009030285,"Behmstraße 9/23
Bellermannstraße 18–25 Heidebrinker Straße 2, 4–19, 21 Zingster Straße 1–13, 15
",Gartenstadt Atlantic,1925–28 von Rudolf Fränkel,52.551159,13.38872_,""
09030286,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009030286,"Bernauer Straße 115–116
",Lazarus-Kranken- und Diakonissenhaus,"Hauptgebäude, 1867–70 von Carl Schwanitz, 1912–14 von Carl Koeppen",52.53502_,13.388075_,""
09030290,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009030290,"Brunnenstraße 111
Gustav-Meyer-Allee 25 Voltastraße 5–6 Hussitenstraße
",AEG-Fabriken Brunnenstraße,"Bahntunnel zur AEG-Fabrik Ackerstraße, 1895–97, erweitert 1911",52.541889,13.387213,""
09030288,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009030288,"Demminer Straße 27,
Putbusser Straße 2, 3


",132. und 142. Gemeindeschule,"Schulgebäude, 1885–86 von Hermann Blankenstein und Killing",52.542495,13.396497,""
09030365,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009030365,"Drontheimer Straße 30A–B, 34–34A, 36, 38
Tromsöer Straße 6
",AEG-Hydrawerk,"Gummifabrik, 1909 von Richard Schirop",52.55837_,13.375394_,""
09030291,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009030291,"Ellerbeker Straße 7–8
","Rudolf-Wissel-Grundschule, ehemals 43. und 311. Gemeindeschule","1913–14 von Ludwig Hoffmann (Architekt), Georg Matzdorff, Heyel, Hennings und Julius Gerecke",52.551688,13.396248,""
09030326,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009030326,"Ernst-Reuter-Siedlung 1–20
Ackerstraße 123–125, 131
",Ernst-Reuter-Siedlung,"Punkthochhaus, 1953–55 von Felix Hinssen und Peter Matischiok",52.536146,13.386361,""
09030371,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009030371,"Freienwalder Straße 19B
",Kapelle und Grabstätten auf dem Sophienkirchhof II,"Kapelle, 1877–78 von Gustav Erdmann",52.558972,13.392819,""
09030292,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009030292,"Gartenstraße
Ackerstraße Liesenstraße Scheringstraße
",Liesenbrücken,"1890–92, 1896",52.540458,13.379629,""
09030293,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009030293,"Gotenburger Straße 6/12
",Wilhelm-Hauff-Schule (ehemalige 56. Gemeindeschule und 18. Hilfsschule),"56. Gemeindeschule, 1895–96 von Hermann Blankenstein und Paul Hesse",52.557652,13.383679,""
09030294,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009030294,"Gottschedstraße 3–4
Bornemannstraße 9–10 Wiesenstraße 29
",Rotaprint-Fabrik,"Gewerbebauten östlich und westlich des Fabrikhofs, um 1905",52.549679,13.370416,""
09030295,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009030295,"Grenzstraße 7–8,
Wiesenstraße 66
",Humboldthain-Grundschule,"73. Gemeindeschule, 1875–76",52.543534,13.379823,""
09030284,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009030284,"Grüntaler Straße 4–5,
Badstraße 10–10A
","Haus der Volksbildung &Fritjof-Nansen-, Karl-Bröger-, Willy-Brandt-Schule","8. Pflichtfortbildungsschule 1913–15 von Ludwig Hoffmann, Georg Matzdorff, Vinzent von Dylewski, Rohmeyer und Julius Gerecke",52.550752,13.386138,""
09030297,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009030297,"Iranische Straße 2
Heinz-Galinski-Straße 1
",Krankenhaus der Jüdischen Gemeinde,"Hauptkrankengebäude mit Verwaltungstrakt, 1910–14 von Reimer & Körte",52.555154,13.370714,""
09030298,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009030298,"Kattegatstraße 26
",4. Gemeindeschule Pankow,1898–99 von Haikradt,52.565875,13.388874,""
