09045630,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045630,"Regattastraße 10
",Gasanstalt,Gasanstalt 1899[1],52.426892,13.572801,""
09045812,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045812,"Regattastraße 161
",Hotel-Restaurant Riviera mit Saalbau und Anbauten,"Saalbau, um 1890, 1925 von Otto Gerth",52.415135,13.583168,""
09045755,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045755,"Richterstraße 11–13
",vier Beamtenwohnhäuser der Reichsbahn,um 1900,52.412173,13.573463,""
09045756,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045756,"Adlergestell (zwischen Nr. 522 und Nr. 558)
",Alter Bahnhof Grünau,um 1880,52.411794,13.575897,""
09045814,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045814,"Don-Ugoletti-Platz
Kochelseestraße
",Friedenskirche,Die Friedenskirche wurde 1904 bis 1906 nach Plänen von Ludwig von Tiedemann und Wilhelm Walther errichtet.,52.418131,13.577877,""
09045631,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045631,"Regattastraße 82/86
",Gemeindeschule Grünau,1900–1902 von E. Schrammer,52.420198,13.577335,""
09066758,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009066758,"Regattastraße 94
",Wohnhaus,um 1885,52.41945_,13.578266_,""
09055142,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009055142,"Regattastraße 152
",Familienhaus,um 1770 (?) in Wohnhaus eingegliedert,52.415642,13.581795,""
09045632,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045632,"Regattastraße 158
","Gehöft: Wohnhaus, Gaststätte, Ställe, Scheunen, Hofpflasterung",Gaststätte „Cafe Liebig“ um 1890,52.415191,13.581546,""
09045813,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045813,"Regattastraße 167
",Gesellschaftshaus Grünau,1897–1898,52.414633,13.583312,""
09045633,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045633,"Regattastraße 170
","Gehöft mit Bauernhaus, Ställen und Pflasterung","Bauernhaus, um 1880",52.414069,13.582692,""
09045634,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045634,"Regattastraße 231
",Berliner Segler Club,1904–1905 von Emil Frey,52.411211,13.59102_,""
09045635,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045635,"Regattastraße 237
",Akademischer Ruderverein,1902–1903 von Spalding & Loebell[2],52.411195,13.592449,""
09097753,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009097753,"Regattastraße 239
",Ruder-Club Sport-Borussia,1905–1906 von Toebelmann & Groß,52.411211,13.592757,""
09045636,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045636,"Regattastraße 245
","Yachtclub Grünau, Boots- und Vereinshaus",um 1914–1915 von Ernst Thielebier,52.411204,13.593627,""
09045637,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009045637,"Regattastraße 277
",Bootshaus der Danatbank (Funkhaus Grünau),1929–1930 von Otto Zbrzezny,52.410572,13.599349,""
