09011997,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009011997,"Gollanczstraße 3/11
","Wohnhausgruppe Gollanczstraße
Baudenkmal siehe: Gollanczstraße 3/5
",Weitere Bestandteile des Ensembles,52.636639,13.288135,""
09012069,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009012069,"Im Fischgrund 37/41, 44–46
Walporzheimer Straße 2, 4–4A
","Wohnhäuser
Baudenkmale siehe: Im Fischgrund 39; 41; 44; Walporzheimer Straße 4–4A
Gartendenkmal siehe:Im Fischgrund 41
",Weitere Bestandteile des Ensembles,52.629856,13.303356,""
09012124,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009012124,"Ludolfingerplatz 1–5
Maximiliankorso 1 Welfenallee 2/4 Zeltinger Platz 1–4, 6–7, 17–18
","Ortskern Frohnau mit den Platzanlagen Ludolfinger und Zeltinger Platz sowie der Straßenbrücke
Baudenkmale siehe:

Ludolfingerplatz 1A-1B, S-Bahnhof Frohnau, Empfangsgebäude und Bahnsteig; S-Bahnhof Frohnau, Straßenbrücke; 1/3; 2; 4; 5
Zeltinger Platz 1/3; 2/6; 7; 17–18

Gartendenkmal siehe: Straßen- und Grünflächensystem Frohnau
",Zeltinger Platz und Ludolfinger Platz,52.633067,13.289894,""
09011808,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009011808,"An der Buche 17–19A, 21
","Gruppe am Berg, Landhäuser","1910–11 von Heinrich Straumer & Hans Hermann (siehe Ensemble An der Buche 17–21 und Gartendenkmale An der Buche; An der Buche 17, 19–19A, 21)",52.630228,13.285362,""
09012149,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009012149,"Maximiliankorso 6
Wahnfriedstraße 2/14
",Siedlung Frohnau,1923–24 von Mebes & Emmerich,52.634697,13.285671,""
09012200,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009012200,"Oranienburger Chaussee 45–58
Bieselheiderweg 9/21, 27/35 Bundschuhweg 15/19 Schönfließer Straße 88/96
",Waldsiedlung Frohnau,1924–26 von Franz Vogt,52.641432,13.304182,""
09012386,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009012386,"Staehleweg 1–47, 49/53
",Invalidensiedlung,1937–38 vom Heeresbauamt I Berlin (Kallmeyer und Hagen) (siehe Gartendenkmal Staehleweg 1–47...),52.65779_,13.284013_,""
09012450,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009012450,"Welfenallee 25/29
Kreuzritterstraße 3–6
",Hausgruppe,1924 von Otto Kaping & Herbert Ruhl,52.628907,13.288517,""
09012453,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009012453,"Welfenallee 72/74
Donnersmarckallee 27/29 Forstweg 38/70 Olwenstraße 1/7, 15/19 Zwergenweg 1, 3–6
",Siedlung Barbarossahöhe,1926–29 von Paul Poser (siehe Gartendenkmal Welfenallee),52.62614_,13.277352_,""
09012500,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009012500,"Zerndorfer Weg 55/77
",Doppel- und Reihenwohnhäuser,1926–27 von Max Meyer,52.637498,13.302733,""
09011644,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009011644,"Alemannenstraße 16
",Kupfer-Castell,"Wohnhaus, 1933 von der Deutschen Kupferhaus GmbH (System Förster & Krafft)",52.628767,13.280909,""
09011645,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009011645,"Alemannenstraße 36
",Haus Neumann,1925 von Walter und Johannes Krüger,52.631849,13.281429,""
09011646,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009011646,"Alemannenstraße 69
",Wohnhaus,1912 von Max Scheiding,52.635203,13.278885,""
